from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:471253,IDFM:monomodalStopPlace:411405,2,306
IDFM:471353,IDFM:472385,2,101
IDFM:monomodalStopPlace:46990,IDFM:monomodalStopPlace:42851,2,229
IDFM:422699,IDFM:monomodalStopPlace:43115,2,208
IDFM:471249,IDFM:monomodalStopPlace:412743,2,316
IDFM:32801,IDFM:32800,2,60
IDFM:7960,IDFM:470622,2,60
IDFM:20628,IDFM:480908,2,461
IDFM:39349,IDFM:monomodalStopPlace:43184,2,246
IDFM:472995,IDFM:monomodalStopPlace:415484,2,221
IDFM:33363,IDFM:monomodalStopPlace:43109,2,210
IDFM:39917,IDFM:472143,2,249
IDFM:470953,IDFM:22734,2,279
IDFM:30296,IDFM:monomodalStopPlace:45814,2,201
IDFM:472684,IDFM:monomodalStopPlace:47130,2,71
IDFM:monomodalStopPlace:43109,IDFM:monomodalStopPlace:473212,2,177
IDFM:470816,IDFM:monomodalStopPlace:43245,2,193
IDFM:17288,IDFM:monomodalStopPlace:43226,2,193
IDFM:25498,IDFM:25486,2,60
IDFM:478651,IDFM:480822,2,234
IDFM:472657,IDFM:471606,2,105
IDFM:monomodalStopPlace:43076,IDFM:11797,2,247
IDFM:24919,IDFM:24920,2,60
IDFM:472211,IDFM:471825,2,60
IDFM:413323,IDFM:471675,2,521
IDFM:22836,IDFM:37556,2,115
IDFM:20628,IDFM:481066,2,486
IDFM:19302,IDFM:480822,2,60
IDFM:monomodalStopPlace:43184,IDFM:39349,2,246
IDFM:monomodalStopPlace:470519,IDFM:22734,2,201
IDFM:471982,IDFM:479491,2,14
IDFM:423884,IDFM:monomodalStopPlace:470533,2,71
IDFM:monomodalStopPlace:43196,IDFM:24920,2,202
IDFM:monomodalStopPlace:43117,IDFM:6173,2,199
IDFM:monomodalStopPlace:45301,IDFM:37556,2,444
IDFM:471786,IDFM:471878,2,60
IDFM:monomodalStopPlace:47665,IDFM:411263,2,218
IDFM:41431,IDFM:472352,2,60
IDFM:472379,IDFM:472965,2,240
IDFM:472315,IDFM:471762,2,60
IDFM:monomodalStopPlace:47119,IDFM:33553,2,193
IDFM:monomodalStopPlace:43180,IDFM:472635,2,283
IDFM:monomodalStopPlace:43112,IDFM:22940,2,210
IDFM:monomodalStopPlace:46387,IDFM:423884,2,226
IDFM:481071,IDFM:34644,2,343
IDFM:18430,IDFM:monomodalStopPlace:43151,2,209
IDFM:monomodalStopPlace:47901,IDFM:427864,2,213
IDFM:34224,IDFM:monomodalStopPlace:47770,2,266
IDFM:22734,IDFM:39926,2,200
IDFM:18874,IDFM:472363,2,188
IDFM:470688,IDFM:477124,2,385
IDFM:470874,IDFM:472969,2,15
IDFM:471471,IDFM:472924,2,5
IDFM:472979,IDFM:471462,2,12
IDFM:monomodalStopPlace:43088,IDFM:37228,2,188
IDFM:472572,IDFM:482345,2,212
IDFM:13176,IDFM:monomodalStopPlace:45067,2,209
IDFM:472097,IDFM:411312,2,60
IDFM:20561,IDFM:35444,2,106
IDFM:monomodalStopPlace:45759,IDFM:3719,2,260
IDFM:473005,IDFM:470766,2,292
IDFM:monomodalStopPlace:43090,IDFM:5320,2,191
IDFM:480904,IDFM:481067,2,17
IDFM:monomodalStopPlace:43071,IDFM:18874,2,216
IDFM:41268,IDFM:471017,2,60
IDFM:monomodalStopPlace:58955,IDFM:477166,2,290
IDFM:19302,IDFM:478651,2,226
IDFM:monomodalStopPlace:43179,IDFM:471933,2,728
IDFM:monomodalStopPlace:470519,IDFM:39917,2,376
IDFM:monomodalStopPlace:43071,IDFM:18961,2,187
IDFM:470742,IDFM:19417,2,132
IDFM:474234,IDFM:472957,2,81
IDFM:472197,IDFM:19328,2,94
IDFM:18874,IDFM:monomodalStopPlace:43071,2,216
IDFM:479038,IDFM:monomodalStopPlace:479035,2,132
IDFM:40031,IDFM:486682,2,456
IDFM:monomodalStopPlace:43184,IDFM:7898,2,234
IDFM:471128,IDFM:monomodalStopPlace:411440,2,275
IDFM:monomodalStopPlace:47963,IDFM:471819,2,263
IDFM:472045,IDFM:486171,2,90
IDFM:monomodalStopPlace:43110,IDFM:22920,2,228
IDFM:472043,IDFM:471005,2,76
IDFM:472231,IDFM:471353,2,198
IDFM:471816,IDFM:monomodalStopPlace:47327,2,293
IDFM:472416,IDFM:monomodalStopPlace:43106,2,25
IDFM:470824,IDFM:monomodalStopPlace:43080,2,8
IDFM:471105,IDFM:monomodalStopPlace:411495,2,236
IDFM:471897,IDFM:470824,2,7
IDFM:472341,IDFM:monomodalStopPlace:47904,2,213
IDFM:472147,IDFM:472363,2,57
IDFM:24919,IDFM:monomodalStopPlace:43196,2,227
IDFM:478661,IDFM:480816,2,60
IDFM:19328,IDFM:19482,2,66
IDFM:472352,IDFM:41431,2,60
IDFM:471296,IDFM:monomodalStopPlace:470195,2,324
IDFM:423989,IDFM:monomodalStopPlace:46395,2,204
IDFM:22836,IDFM:40055,2,96
IDFM:20557,IDFM:20596,2,72
IDFM:472644,IDFM:monomodalStopPlace:43096,2,49
IDFM:472198,IDFM:monomodalStopPlace:43136,2,192
IDFM:monomodalStopPlace:411479,IDFM:471471,2,16
IDFM:480812,IDFM:478657,2,60
IDFM:22920,IDFM:monomodalStopPlace:43110,2,228
IDFM:monomodalStopPlace:45812,IDFM:30294,2,182
IDFM:470802,IDFM:472802,2,296
IDFM:36145,IDFM:monomodalStopPlace:43195,2,372
IDFM:30908,IDFM:472572,2,90
IDFM:monomodalStopPlace:43179,IDFM:471675,2,735
IDFM:425660,IDFM:monomodalStopPlace:461504,2,318
IDFM:monomodalStopPlace:45739,IDFM:2622,2,387
IDFM:473005,IDFM:479497,2,218
IDFM:411248,IDFM:25591,2,60
IDFM:monomodalStopPlace:46990,IDFM:20628,2,573
IDFM:monomodalStopPlace:47130,IDFM:470606,2,97
IDFM:486682,IDFM:22839,2,467
IDFM:monomodalStopPlace:57674,IDFM:20392,2,267
IDFM:472248,IDFM:monomodalStopPlace:47589,2,199
IDFM:478646,IDFM:480822,2,228
IDFM:monomodalStopPlace:43206,IDFM:472844,2,248
IDFM:472830,IDFM:monomodalStopPlace:47588,2,195
IDFM:monomodalStopPlace:470533,IDFM:monomodalStopPlace:46387,2,150
IDFM:monomodalStopPlace:43168,IDFM:9352,2,205
IDFM:472592,IDFM:471084,2,7
IDFM:34672,IDFM:34479,2,60
IDFM:483833,IDFM:471340,2,150
IDFM:monomodalStopPlace:411375,IDFM:471922,2,194
IDFM:monomodalStopPlace:43132,IDFM:472097,2,254
IDFM:477079,IDFM:472104,2,128
IDFM:460288,IDFM:11802,2,60
IDFM:472513,IDFM:472857,2,124
IDFM:22839,IDFM:486682,2,467
IDFM:18841,IDFM:470742,2,180
IDFM:8109,IDFM:monomodalStopPlace:43108,2,201
IDFM:471757,IDFM:471537,2,60
IDFM:482345,IDFM:411266,2,252
IDFM:472857,IDFM:472513,2,124
IDFM:473005,IDFM:monomodalStopPlace:43219,2,323
IDFM:19417,IDFM:18841,2,60
IDFM:419404,IDFM:472714,2,132
IDFM:monomodalStopPlace:427870,IDFM:472483,2,179
IDFM:472211,IDFM:480814,2,168
IDFM:monomodalStopPlace:473543,IDFM:471511,2,64
IDFM:472737,IDFM:470766,2,73
IDFM:470677,IDFM:monomodalStopPlace:44787,2,203
IDFM:472674,IDFM:monomodalStopPlace:47482,2,183
IDFM:19302,IDFM:478646,2,220
IDFM:37460,IDFM:478656,2,60
IDFM:471439,IDFM:471606,2,166
IDFM:monomodalStopPlace:43251,IDFM:37324,2,230
IDFM:monomodalStopPlace:43120,IDFM:14232,2,204
IDFM:480816,IDFM:478661,2,60
IDFM:17214,IDFM:13176,2,60
IDFM:486171,IDFM:472045,2,90
IDFM:monomodalStopPlace:47603,IDFM:470659,2,192
IDFM:35566,IDFM:monomodalStopPlace:47959,2,196
IDFM:monomodalStopPlace:45067,IDFM:17214,2,186
IDFM:monomodalStopPlace:43131,IDFM:472162,2,205
IDFM:monomodalStopPlace:47878,IDFM:36616,2,222
IDFM:monomodalStopPlace:43235,IDFM:472789,2,196
IDFM:478659,IDFM:480824,2,60
IDFM:472671,IDFM:monomodalStopPlace:45824,2,200
IDFM:471388,IDFM:471249,2,96
IDFM:471089,IDFM:monomodalStopPlace:474082,2,273
IDFM:471972,IDFM:471111,2,134
IDFM:471825,IDFM:472719,2,146
IDFM:monomodalStopPlace:473216,IDFM:471296,2,54
IDFM:470688,IDFM:462939,2,271
IDFM:monomodalStopPlace:58873,IDFM:411249,2,220
IDFM:471897,IDFM:monomodalStopPlace:43080,2,7
IDFM:472431,IDFM:monomodalStopPlace:46304,2,201
IDFM:472235,IDFM:monomodalStopPlace:47928,2,294
IDFM:483848,IDFM:483868,2,60
IDFM:471706,IDFM:monomodalStopPlace:462398,2,236
IDFM:32800,IDFM:32801,2,60
IDFM:monomodalStopPlace:473308,IDFM:471042,2,10
IDFM:472820,IDFM:470851,2,9
IDFM:417863,IDFM:monomodalStopPlace:411396,2,290
IDFM:471706,IDFM:477638,2,60
IDFM:monomodalStopPlace:411482,IDFM:471122,2,240
IDFM:25018,IDFM:9538,2,60
IDFM:monomodalStopPlace:46304,IDFM:472431,2,201
IDFM:monomodalStopPlace:47482,IDFM:472674,2,183
IDFM:480934,IDFM:481074,2,6
IDFM:monomodalStopPlace:473364,IDFM:471707,2,205
IDFM:471283,IDFM:monomodalStopPlace:58955,2,294
IDFM:monomodalStopPlace:47945,IDFM:471286,2,352
IDFM:472357,IDFM:monomodalStopPlace:44628,2,204
IDFM:478650,IDFM:480817,2,60
IDFM:472064,IDFM:471897,2,31
IDFM:monomodalStopPlace:43149,IDFM:11803,2,216
IDFM:471437,IDFM:471844,2,103
IDFM:472483,IDFM:31265,2,310
IDFM:21619,IDFM:monomodalStopPlace:470549,2,249
IDFM:477125,IDFM:monomodalStopPlace:47874,2,253
IDFM:470952,IDFM:monomodalStopPlace:47899,2,206
IDFM:413461,IDFM:471470,2,60
IDFM:470644,IDFM:19565,2,60
IDFM:470705,IDFM:monomodalStopPlace:43241,2,356
IDFM:monomodalStopPlace:43122,IDFM:470622,2,209
IDFM:413017,IDFM:28278,2,60
IDFM:472829,IDFM:483852,2,140
IDFM:472483,IDFM:472543,2,359
IDFM:471439,IDFM:472077,2,66
IDFM:472464,IDFM:472891,2,149
IDFM:472683,IDFM:monomodalStopPlace:43212,2,215
IDFM:monomodalStopPlace:43188,IDFM:472784,2,238
IDFM:monomodalStopPlace:43087,IDFM:11802,2,193
IDFM:monomodalStopPlace:473046,IDFM:monomodalStopPlace:43099,2,170
IDFM:472543,IDFM:monomodalStopPlace:427870,2,179
IDFM:monomodalStopPlace:47955,IDFM:472388,2,235
IDFM:472211,IDFM:472857,2,60
IDFM:monomodalStopPlace:47118,IDFM:472838,2,218
IDFM:monomodalStopPlace:43154,IDFM:472897,2,202
IDFM:monomodalStopPlace:43162,IDFM:483774,2,230
IDFM:monomodalStopPlace:43126,IDFM:411277,2,235
IDFM:monomodalStopPlace:462901,IDFM:16209,2,243
IDFM:monomodalStopPlace:45067,IDFM:2628,2,236
IDFM:477286,IDFM:479770,2,109
IDFM:477286,IDFM:478663,2,5
IDFM:483694,IDFM:470742,2,60
IDFM:471576,IDFM:monomodalStopPlace:411492,2,294
IDFM:2773,IDFM:411313,2,60
IDFM:486174,IDFM:472681,2,88
IDFM:471286,IDFM:monomodalStopPlace:47945,2,352
IDFM:monomodalStopPlace:46736,IDFM:415825,2,202
IDFM:37568,IDFM:monomodalStopPlace:43238,2,409
IDFM:30520,IDFM:471832,2,138
IDFM:monomodalStopPlace:47963,IDFM:470755,2,213
IDFM:470632,IDFM:470663,2,60
IDFM:monomodalStopPlace:47522,IDFM:472974,2,294
IDFM:monomodalStopPlace:473216,IDFM:22839,2,159
IDFM:413323,IDFM:471933,2,514
IDFM:monomodalStopPlace:411467,IDFM:471308,2,30
IDFM:40031,IDFM:22839,2,60
IDFM:monomodalStopPlace:47959,IDFM:35566,2,196
IDFM:25498,IDFM:monomodalStopPlace:43205,2,203
IDFM:8326,IDFM:39926,2,60
IDFM:monomodalStopPlace:43245,IDFM:470816,2,193
IDFM:monomodalStopPlace:47684,IDFM:472112,2,187
IDFM:472620,IDFM:20628,2,165
IDFM:472211,IDFM:472719,2,147
IDFM:481066,IDFM:480908,2,32
IDFM:19015,IDFM:monomodalStopPlace:58793,2,214
IDFM:monomodalStopPlace:47924,IDFM:411250,2,371
IDFM:33363,IDFM:monomodalStopPlace:473212,2,0
IDFM:470663,IDFM:471837,2,253
IDFM:472520,IDFM:39917,2,84
IDFM:471507,IDFM:38139,2,145
IDFM:472172,IDFM:471537,2,60
IDFM:monomodalStopPlace:46395,IDFM:423989,2,204
IDFM:411268,IDFM:472256,2,60
IDFM:470802,IDFM:471332,2,283
IDFM:472572,IDFM:30908,2,90
IDFM:471887,IDFM:472968,2,11
IDFM:471876,IDFM:monomodalStopPlace:48964,2,229
IDFM:462939,IDFM:470688,2,271
IDFM:477166,IDFM:monomodalStopPlace:58955,2,290
IDFM:470917,IDFM:monomodalStopPlace:411421,2,253
IDFM:monomodalStopPlace:473604,IDFM:411227,2,38
IDFM:monomodalStopPlace:43166,IDFM:470837,2,254
IDFM:10964,IDFM:471816,2,60
IDFM:monomodalStopPlace:43231,IDFM:472194,2,327
IDFM:483835,IDFM:monomodalStopPlace:47181,2,195
IDFM:monomodalStopPlace:473613,IDFM:monomodalStopPlace:46307,2,266
IDFM:470632,IDFM:471837,2,276
IDFM:37460,IDFM:478660,2,60
IDFM:471388,IDFM:monomodalStopPlace:412743,2,250
IDFM:470851,IDFM:472820,2,9
IDFM:462413,IDFM:26721,2,60
IDFM:470957,IDFM:monomodalStopPlace:411428,2,322
IDFM:471511,IDFM:480906,2,129
IDFM:471042,IDFM:monomodalStopPlace:473308,2,10
IDFM:470973,IDFM:472503,2,60
IDFM:monomodalStopPlace:43096,IDFM:472644,2,49
IDFM:470929,IDFM:monomodalStopPlace:473506,2,198
IDFM:470606,IDFM:472684,2,93
IDFM:481072,IDFM:monomodalStopPlace:47954,2,60
IDFM:monomodalStopPlace:47654,IDFM:30520,2,211
IDFM:480816,IDFM:478664,2,60
IDFM:419669,IDFM:monomodalStopPlace:47528,2,230
IDFM:monomodalStopPlace:47904,IDFM:472341,2,213
IDFM:2628,IDFM:17214,2,60
IDFM:monomodalStopPlace:43248,IDFM:34672,2,190
IDFM:monomodalStopPlace:47585,IDFM:5477,2,198
IDFM:monomodalStopPlace:47322,IDFM:483856,2,193
IDFM:monomodalStopPlace:58879,IDFM:36312,2,211
IDFM:29262,IDFM:34224,2,60
IDFM:419404,IDFM:411266,2,60
IDFM:480908,IDFM:481066,2,32
IDFM:monomodalStopPlace:47906,IDFM:411313,2,199
IDFM:472407,IDFM:473005,2,284
IDFM:monomodalStopPlace:58288,IDFM:472829,2,220
IDFM:470693,IDFM:472497,2,87
IDFM:28794,IDFM:monomodalStopPlace:464040,2,420
IDFM:470622,IDFM:monomodalStopPlace:43122,2,209
IDFM:471008,IDFM:472043,2,77
IDFM:monomodalStopPlace:47964,IDFM:411227,2,206
IDFM:472385,IDFM:472231,2,105
IDFM:482104,IDFM:18899,2,60
IDFM:6756,IDFM:monomodalStopPlace:47187,2,203
IDFM:3546,IDFM:3545,2,169
IDFM:478650,IDFM:478662,2,6
IDFM:monomodalStopPlace:43044,IDFM:19323,2,204
IDFM:monomodalStopPlace:47790,IDFM:32171,2,229
IDFM:483816,IDFM:monomodalStopPlace:43161,2,194
IDFM:481066,IDFM:monomodalStopPlace:42851,2,213
IDFM:472421,IDFM:monomodalStopPlace:47125,2,212
IDFM:monomodalStopPlace:47964,IDFM:monomodalStopPlace:473604,2,135
IDFM:478660,IDFM:478656,2,7
IDFM:472143,IDFM:472520,2,349
IDFM:41684,IDFM:41685,2,60
IDFM:472194,IDFM:470688,2,12
IDFM:472077,IDFM:471606,2,101
IDFM:478656,IDFM:478660,2,7
IDFM:monomodalStopPlace:47205,IDFM:9330,2,263
IDFM:471757,IDFM:472172,2,10
IDFM:472143,IDFM:monomodalStopPlace:470519,2,300
IDFM:monomodalStopPlace:411405,IDFM:471253,2,306
IDFM:22734,IDFM:470953,2,279
IDFM:471531,IDFM:472618,2,76
IDFM:monomodalStopPlace:43072,IDFM:471030,2,360
IDFM:480820,IDFM:478661,2,60
IDFM:426791,IDFM:477638,2,60
IDFM:470755,IDFM:471819,2,60
IDFM:monomodalStopPlace:47924,IDFM:471009,2,393
IDFM:472311,IDFM:monomodalStopPlace:47942,2,241
IDFM:472360,IDFM:monomodalStopPlace:47951,2,227
IDFM:472407,IDFM:472737,2,9
IDFM:39804,IDFM:8326,2,242
IDFM:472857,IDFM:471825,2,60
IDFM:19400,IDFM:monomodalStopPlace:43194,2,191
IDFM:19482,IDFM:472197,2,63
IDFM:481070,IDFM:480940,2,11
IDFM:472363,IDFM:470742,2,152
IDFM:471780,IDFM:471537,2,109
IDFM:472256,IDFM:monomodalStopPlace:45784,2,224
IDFM:24920,IDFM:24919,2,60
IDFM:472731,IDFM:21083,2,83
IDFM:472316,IDFM:19482,2,64
IDFM:monomodalStopPlace:45301,IDFM:41515,2,475
IDFM:472077,IDFM:472657,2,9
IDFM:471564,IDFM:monomodalStopPlace:45739,2,370
IDFM:471296,IDFM:485952,2,474
IDFM:9538,IDFM:25018,2,60
IDFM:29262,IDFM:monomodalStopPlace:47770,2,228
IDFM:472513,IDFM:471825,2,130
IDFM:480820,IDFM:480816,2,60
IDFM:472231,IDFM:monomodalStopPlace:47953,2,52
IDFM:monomodalStopPlace:45824,IDFM:472671,2,200
IDFM:472513,IDFM:472719,2,108
IDFM:26099,IDFM:monomodalStopPlace:43127,2,334
IDFM:472572,IDFM:411266,2,88
IDFM:37324,IDFM:monomodalStopPlace:43251,2,230
IDFM:17173,IDFM:41518,2,97
IDFM:monomodalStopPlace:47895,IDFM:471041,2,188
IDFM:480821,IDFM:478649,2,60
IDFM:monomodalStopPlace:47181,IDFM:483835,2,195
IDFM:419500,IDFM:419499,2,60
IDFM:471780,IDFM:472172,2,61
IDFM:monomodalStopPlace:47953,IDFM:472385,2,52
IDFM:21083,IDFM:472731,2,83
IDFM:471281,IDFM:monomodalStopPlace:411390,2,236
IDFM:470766,IDFM:472737,2,73
IDFM:monomodalStopPlace:43219,IDFM:472737,2,37
IDFM:472228,IDFM:472043,2,60
IDFM:470663,IDFM:470632,2,60
IDFM:472681,IDFM:monomodalStopPlace:43204,2,252
IDFM:470966,IDFM:472416,2,51
IDFM:471915,IDFM:monomodalStopPlace:47582,2,367
IDFM:462939,IDFM:477124,2,121
IDFM:471710,IDFM:471001,2,90
IDFM:411229,IDFM:17896,2,98
IDFM:2279,IDFM:monomodalStopPlace:43202,2,192
IDFM:472184,IDFM:471205,2,70
IDFM:477082,IDFM:38013,2,60
IDFM:470742,IDFM:monomodalStopPlace:43071,2,194
IDFM:4340,IDFM:426653,2,104
IDFM:20208,IDFM:monomodalStopPlace:58581,2,375
IDFM:28984,IDFM:monomodalStopPlace:58718,2,246
IDFM:41499,IDFM:472851,2,120
IDFM:470659,IDFM:monomodalStopPlace:47603,2,192
IDFM:22839,IDFM:40031,2,60
IDFM:471922,IDFM:monomodalStopPlace:411375,2,194
IDFM:20837,IDFM:monomodalStopPlace:43209,2,183
IDFM:471825,IDFM:472211,2,60
IDFM:monomodalStopPlace:45759,IDFM:471172,2,281
IDFM:3719,IDFM:monomodalStopPlace:45759,2,260
IDFM:22839,IDFM:485952,2,396
IDFM:471439,IDFM:472657,2,62
IDFM:472104,IDFM:monomodalStopPlace:43219,2,49
IDFM:485952,IDFM:486682,2,228
IDFM:3464,IDFM:monomodalStopPlace:47950,2,209
IDFM:27476,IDFM:monomodalStopPlace:45493,2,278
IDFM:483774,IDFM:471413,2,60
IDFM:472407,IDFM:479497,2,182
IDFM:36281,IDFM:485952,2,393
IDFM:41519,IDFM:37568,2,251
IDFM:472652,IDFM:473004,2,8
IDFM:416472,IDFM:monomodalStopPlace:473504,2,163
IDFM:monomodalStopPlace:45763,IDFM:472639,2,188
IDFM:471289,IDFM:472618,2,9
IDFM:471614,IDFM:monomodalStopPlace:43229,2,250
IDFM:monomodalStopPlace:47484,IDFM:470715,2,204
IDFM:472968,IDFM:471887,2,11
IDFM:472957,IDFM:474234,2,81
IDFM:monomodalStopPlace:47952,IDFM:471851,2,193
IDFM:monomodalStopPlace:46975,IDFM:472329,2,200
IDFM:monomodalStopPlace:47914,IDFM:9769,2,213
IDFM:411266,IDFM:30908,2,60
IDFM:480038,IDFM:471220,2,119
IDFM:411738,IDFM:471830,2,84
IDFM:monomodalStopPlace:47948,IDFM:471434,2,216
IDFM:5251,IDFM:monomodalStopPlace:43105,2,191
IDFM:monomodalStopPlace:43238,IDFM:41519,2,323
IDFM:470970,IDFM:monomodalStopPlace:411485,2,216
IDFM:19417,IDFM:monomodalStopPlace:43071,2,210
IDFM:40055,IDFM:37556,2,60
IDFM:41515,IDFM:monomodalStopPlace:45301,2,475
IDFM:monomodalStopPlace:47171,IDFM:483833,2,331
IDFM:20388,IDFM:monomodalStopPlace:43216,2,188
IDFM:monomodalStopPlace:46387,IDFM:monomodalStopPlace:470533,2,150
IDFM:monomodalStopPlace:45784,IDFM:472256,2,224
IDFM:monomodalStopPlace:43231,IDFM:462939,2,211
IDFM:470755,IDFM:monomodalStopPlace:47963,2,213
IDFM:485952,IDFM:monomodalStopPlace:470195,2,313
IDFM:13176,IDFM:17214,2,60
IDFM:monomodalStopPlace:47130,IDFM:472684,2,71
IDFM:470606,IDFM:471937,2,312
IDFM:39926,IDFM:monomodalStopPlace:58572,2,117
IDFM:9331,IDFM:monomodalStopPlace:47205,2,239
IDFM:472620,IDFM:480908,2,306
IDFM:483760,IDFM:monomodalStopPlace:470549,2,332
IDFM:monomodalStopPlace:473308,IDFM:monomodalStopPlace:43159,2,128
IDFM:472786,IDFM:472520,2,85
IDFM:30890,IDFM:30891,2,60
IDFM:471409,IDFM:monomodalStopPlace:47958,2,211
IDFM:471399,IDFM:472483,2,67
IDFM:3719,IDFM:470937,2,183
IDFM:477124,IDFM:monomodalStopPlace:43231,2,328
IDFM:463752,IDFM:30064,2,60
IDFM:30294,IDFM:481364,2,60
IDFM:411738,IDFM:monomodalStopPlace:47911,2,219
IDFM:472363,IDFM:18874,2,188
IDFM:477166,IDFM:471283,2,123
IDFM:471289,IDFM:471531,2,71
IDFM:monomodalStopPlace:47910,IDFM:480038,2,196
IDFM:471562,IDFM:monomodalStopPlace:43079,2,220
IDFM:462938,IDFM:480824,2,60
IDFM:470872,IDFM:472288,2,78
IDFM:monomodalStopPlace:43070,IDFM:472292,2,194
IDFM:471564,IDFM:41514,2,322
IDFM:39804,IDFM:monomodalStopPlace:462394,2,285
IDFM:25453,IDFM:471765,2,78
IDFM:471363,IDFM:471199,2,19
IDFM:471081,IDFM:471531,2,60
IDFM:486682,IDFM:40031,2,456
IDFM:472147,IDFM:470742,2,199
IDFM:471832,IDFM:471532,2,46
IDFM:472969,IDFM:monomodalStopPlace:43078,2,252
IDFM:472742,IDFM:monomodalStopPlace:411467,2,30
IDFM:monomodalStopPlace:461504,IDFM:425660,2,318
IDFM:472064,IDFM:2759,2,82
IDFM:411229,IDFM:monomodalStopPlace:43157,2,339
IDFM:481068,IDFM:480925,2,7
IDFM:472979,IDFM:480038,2,109
IDFM:monomodalStopPlace:58288,IDFM:483852,2,351
IDFM:19417,IDFM:472147,2,121
IDFM:471552,IDFM:monomodalStopPlace:43238,2,143
IDFM:monomodalStopPlace:48097,IDFM:472638,2,48
IDFM:22940,IDFM:monomodalStopPlace:43112,2,210
IDFM:monomodalStopPlace:46689,IDFM:472767,2,258
IDFM:480812,IDFM:480827,2,60
IDFM:472737,IDFM:479497,2,176
IDFM:monomodalStopPlace:43248,IDFM:34479,2,207
IDFM:monomodalStopPlace:43080,IDFM:470824,2,8
IDFM:477124,IDFM:470688,2,385
IDFM:478662,IDFM:478650,2,6
IDFM:471851,IDFM:monomodalStopPlace:47952,2,193
IDFM:470688,IDFM:472194,2,12
IDFM:471172,IDFM:470937,2,60
IDFM:42038,IDFM:monomodalStopPlace:43214,2,231
IDFM:470824,IDFM:2759,2,69
IDFM:471544,IDFM:monomodalStopPlace:47925,2,210
IDFM:monomodalStopPlace:473604,IDFM:monomodalStopPlace:47964,2,135
IDFM:35730,IDFM:monomodalStopPlace:47935,2,187
IDFM:483833,IDFM:471115,2,171
IDFM:monomodalStopPlace:473216,IDFM:40031,2,139
IDFM:413461,IDFM:monomodalStopPlace:43183,2,360
IDFM:471765,IDFM:25453,2,78
IDFM:471837,IDFM:472376,2,10
IDFM:17214,IDFM:2628,2,60
IDFM:472156,IDFM:monomodalStopPlace:47525,2,183
IDFM:monomodalStopPlace:47669,IDFM:13114,2,269
IDFM:470926,IDFM:monomodalStopPlace:45759,2,279
IDFM:7898,IDFM:39349,2,60
IDFM:483868,IDFM:483848,2,60
IDFM:481584,IDFM:monomodalStopPlace:43075,2,193
IDFM:411266,IDFM:482345,2,252
IDFM:22734,IDFM:monomodalStopPlace:58572,2,150
IDFM:monomodalStopPlace:47906,IDFM:2773,2,220
IDFM:471537,IDFM:471757,2,60
IDFM:30908,IDFM:482345,2,263
IDFM:486175,IDFM:472681,2,168
IDFM:20628,IDFM:472620,2,165
IDFM:monomodalStopPlace:473256,IDFM:22920,2,13
IDFM:472975,IDFM:monomodalStopPlace:45850,2,352
IDFM:20567,IDFM:471017,2,355
IDFM:472151,IDFM:monomodalStopPlace:47960,2,198
IDFM:472719,IDFM:472513,2,108
IDFM:13624,IDFM:monomodalStopPlace:47966,2,196
IDFM:2759,IDFM:470824,2,69
IDFM:480824,IDFM:478655,2,60
IDFM:470687,IDFM:471524,2,60
IDFM:478649,IDFM:478652,2,10
IDFM:4003,IDFM:472341,2,96
IDFM:470742,IDFM:472147,2,199
IDFM:monomodalStopPlace:43080,IDFM:472064,2,24
IDFM:486171,IDFM:monomodalStopPlace:43145,2,266
IDFM:471744,IDFM:471001,2,12
IDFM:monomodalStopPlace:58498,IDFM:420578,2,227
IDFM:480938,IDFM:481065,2,14
IDFM:4217,IDFM:monomodalStopPlace:43167,2,191
IDFM:9352,IDFM:monomodalStopPlace:43168,2,205
IDFM:472680,IDFM:471157,2,91
IDFM:472172,IDFM:471757,2,10
IDFM:monomodalStopPlace:47910,IDFM:471462,2,61
IDFM:monomodalStopPlace:46886,IDFM:32398,2,235
IDFM:411234,IDFM:monomodalStopPlace:46552,2,193
IDFM:41519,IDFM:471552,2,301
IDFM:monomodalStopPlace:47954,IDFM:480906,2,60
IDFM:472513,IDFM:480814,2,134
IDFM:471101,IDFM:473005,2,60
IDFM:12349,IDFM:20628,2,229
IDFM:monomodalStopPlace:47968,IDFM:477082,2,372
IDFM:monomodalStopPlace:43145,IDFM:486171,2,266
IDFM:470766,IDFM:472407,2,76
IDFM:472786,IDFM:39917,2,60
IDFM:471097,IDFM:471890,2,25
IDFM:34790,IDFM:monomodalStopPlace:47447,2,219
IDFM:monomodalStopPlace:47911,IDFM:471830,2,87
IDFM:monomodalStopPlace:47911,IDFM:411738,2,219
IDFM:478662,IDFM:480813,2,60
IDFM:monomodalStopPlace:47885,IDFM:483736,2,211
IDFM:424724,IDFM:monomodalStopPlace:43069,2,278
IDFM:2151,IDFM:37568,2,71
IDFM:25591,IDFM:411248,2,60
IDFM:471995,IDFM:472159,2,60
IDFM:471897,IDFM:2759,2,75
IDFM:472714,IDFM:472572,2,98
IDFM:5925,IDFM:monomodalStopPlace:46847,2,209
IDFM:monomodalStopPlace:43087,IDFM:460288,2,208
IDFM:472376,IDFM:471837,2,10
IDFM:34644,IDFM:34645,2,61
